ID;ModifyDate;ComputerName;Name;Vendor;Version;Decomissioned
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x64 Hosting Support - Paquete de idioma ESN;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;LocalESPC;Microsoft Corporation;8.59.25584;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2012 Core Libraries;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Windows Software Development Kit;Microsoft Corporation;8.59.25584;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 Finalizer;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Report Viewer Add-On for Visual Studio 2012;Microsoft Corporation;11.1.2802.16;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft SQL Server 2014 Setup (English);Microsoft Corporation;12.0.2430.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 Shell (Minimum) Interop Assemblies;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 Design-Time - DEU-Sprachpaket;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Management Studio;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x86 Hosting Support - Module linguistique Français;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 Shell (Minimum) Resources;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2013 Shell (Minimum) Interop Assemblies;Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;PreEmptive Analytics Visual Studio Components;PreEmptive Solutions;1.0.2180.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x86 ???? - ???????;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 SharePoint Developer Tools;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Client Tools;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2005 Redistributable;Microsoft Corporation;8.0.56336;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 Design-Time - ENU Language Pack;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2012 Extended Libraries;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Pacote de Idiomas do Microsoft Visual Studio Tools for Applications 2012 x64 Hosting Support - PTB;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Web Deploy dbSqlPackage Provider - enu;Microsoft Corporation;10.3.20225.0;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Common Files;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.50727;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 Preparation;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Build Tools Language Resources - x86;Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Help Viewer 2.0;Microsoft Corporation;2.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.50727;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft ODBC Driver 11 for SQL Server;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Windows Runtime Intellisense Content - en-us;Microsoft Corporation;8.59.25584;0
